,,,,,,,,,,,,,,,,,,능력치,,,,,,,,,,,,,,,,,,전법,,,,,,개성,,,,,진형,,,,,,,,,,
760,마휴,420,남,178,192,0,211,1,70,,,무위,무위,미등장,없음,0,,68,73,47,45,67,건강,할거,어린강화,3,용장남,용장남,0,,,마등,마등,,2,분전,대갈,,,,,불굴,,,,,1,,,,,,1,,,,
761,마균,481,남,200,219,0,259,0,29,,,안정,안정,미등장,없음,0,,5,8,64,60,27,건강,명리,시설개발,2,정중남,정중남,0,,,마균,,,1,정란,충차,투석,,,,발명,학자,,,,,,,,,,,1,1,1,
762,파재,715,남,145,184,184,184,1,145,장각,장량,허창,허창,일반,신상사,100,,72,74,52,25,40,건강,아도,성벽확장,3,호걸남,호걸남,0,,,파재,,,1,철벽,대갈,업화,,,,일심,사역,,,,,,,,1,1,,,,,
763,마일제,873,남,140,184,184,194,1,91,하진,하진,낙양,낙양,일반,태사령,100,,43,25,70,58,52,건강,왕도,호적정비,3,정중남,정중남,0,,,마일제,,,1,화시,매성,,,,,보좌,명성,사관,소심,,,,1,,,,,,,,
764,마준,421,남,196,215,0,260,0,19,,,천수,천수,미등장,없음,0,,38,52,31,51,47,건강,명리,장사강화,1,보통남,보통남,0,,,마준,,,1,,,,,,,친강,소침,소심,나약,경망,,,,,,1,,,,,
765,마속,108,남,190,209,0,228,1,80,,,양양,양양,미등장,없음,0,,64,67,87,68,67,건강,명리,화계연구,4,거만남,거만남,0,,,마량,,,1,재기환발,업화,매성,,,,석병,교사,지낭,저돌,오만,,,,,1,1,,,,1,
766,마대,26,남,183,197,0,246,0,70,,,무위,무위,미등장,없음,0,,78,85,59,54,74,건강,할거,운반개발,4,용장남,용장남,69,,,마등,,,2,철기돌,돌격,격려,견제,,,장구,후위,침착,친강,분쇄,1,,,,,,1,,,1,
767,마충,479,남,186,205,0,222,1,131,,,시상,시상,미등장,없음,0,,67,79,60,35,38,건강,아도,장사강화,3,호걸남,호걸남,0,,,마충,,,1,급습,교란,도발,,,,숲전,포박,저돌,,,,,,,,1,,,,,
768,마충,223,남,187,205,0,249,0,69,,,자동,자동,미등장,없음,0,,78,72,68,78,79,건강,할거,지세연구,4,보통남,보통남,0,,,마충,,,1,제사,화시,경파,정란,,,숲전,모집,친만,,,1,,,,,1,,1,,,
769,마초,4,남,176,189,0,226,0,70,,,무위,무위,미등장,없음,0,,90,96,44,26,82,건강,아도,봉시강화,5,호걸남,호걸남,61,,,마등,마등,,2,신위천관,돌격,대갈,교란,매성,,신위,단기,질주,저돌,경솔,1,1,,,,1,1,,,,
770,마철,422,남,179,193,0,211,1,70,,,무위,무위,미등장,없음,0,,70,62,56,47,59,건강,할거,방원강화,3,보통남,보통남,0,,,마등,마등,,2,돌격,경파,,,,,친강,,,,,,,,1,,1,,,,,
771,마등,27,남,149,184,184,211,1,70,마등,마등,무위,무위,군주,없음,250,,82,80,51,59,89,건강,할거,군제개혁,4,위엄남,위엄남,97,,한수,마등,,,1,만마분등,돌격,경파,대갈,고무,,질주,일심,불굴,친강,직정,1,,,,1,,1,,,,
772,마막,254,남,221,240,0,265,0,50,,,자동,자동,미등장,없음,0,,19,12,6,35,15,건강,명리,방원강화,1,교활남,교활남,0,,,마막,,,1,,,,,,,향도,소심,소침,,,,,,1,,,,,,,
773,마륭,1246,남,231,245,0,303,0,36,,,복양,복양,미등장,없음,0,,84,68,78,64,66,건강,왕도,지세연구,4,위엄남,위엄남,0,,,마륭,,,1,연노,업화,저지,혼란,충차,,발명,산전,봉살,모집,향도,,,,,1,1,,,1,,
774,마량,109,남,187,206,0,222,1,77,,,양양,양양,미등장,없음,0,,46,23,84,91,86,건강,예교,호적정비,5,정중남,정중남,72,,,마량,,,1,업화,치료,투석,구축,,,감지,명성,능리,인맥,논객,,,1,,1,,,,,1,
775,만욱,424,남,240,254,0,272,1,116,,,건업,건업,미등장,없음,0,,21,23,70,63,36,건강,명리,병기강화,3,교활남,교활남,0,,,만욱,,,1,정란,,,,,,소심,,,,,,,,,,,,1,,,
776,범강,800,남,184,209,0,222,1,100,,,영안,영안,미등장,없음,0,,49,50,33,23,16,건강,명리,장사강화,1,교활남,교활남,0,,,범강,,,1,,,,,,,소심,,,,,,,,,,1,,,,,
777,번건,415,남,205,224,0,270,0,78,,,신야,신야,미등장,없음,0,,43,24,71,77,73,건강,예교,운반개발,3,정중남,정중남,0,,,번건,,,1,매성,고무,충차,,,,운반,보좌,능리,,,,,1,,,,,,1,,
778,번씨,734,여,176,200,0,215,0,76,,,업,업,미등장,없음,0,,18,17,56,54,65,건강,왕도,방원강화,2,보통녀,보통녀,0,,,번씨,,,1,,,,,,,응원,,,,,,,,1,,,,,,,
779,반씨,1247,여,217,231,0,252,0,125,,,회계,회계,미등장,없음,0,,25,42,69,44,50,건강,아도,세출개선,2,요염녀,요염녀,0,,,반씨,,,1,도발,매성,,,,,언독,오만,탐욕,,,,,,,1,,,,,,
780,반준,416,남,174,193,0,239,0,44,,,무릉,무릉,미등장,없음,0,,61,18,67,84,21,건강,명리,지역진흥,4,정중남,정중남,0,,,반준,,,1,업화,저지,구축,,,,동지,진흥,법률,소심,,,,,,1,,,,,,
781,반장,224,남,177,196,0,222,1,129,,,진류,진류,미등장,없음,0,,76,80,70,28,7,건강,아도,침략황폐,4,난폭남,난폭남,0,,,반장,,,1,화시,도발,구축,강습,,,수전,포박,공명,난폭,탐욕,,,1,,,1,1,,,,
782,번조,417,남,149,184,184,192,1,149,동탁,동탁,천수,천수,일반,파적교위,99,,67,74,31,24,38,건강,아도,운반개발,3,호걸남,호걸남,0,,,번조,,,1,돌격,경파,,,,,공명,경솔,경망,,,1,1,,,,,,,,,
783,번능,717,남,158,184,0,195,1,8,,,회계,회계,미발견,없음,0,,69,61,36,31,53,건강,아도,수군육성,2,보통남,보통남,0,,,번능,,,1,연노,매성,구축,,,,저돌,,,,,,1,,,,,,,,,
784,범방,1248,남,160,184,184,192,1,65,공손찬,공손찬,북평,북평,일반,없음,100,,54,58,38,33,45,건강,할거,봉시강화,1,보통남,보통남,0,,,범방,,,1,견제,,,,,,모집,,,,,,1,,,,,,,,,
785,반봉,418,남,155,184,0,190,1,94,,,업,업,미발견,없음,0,,56,77,4,14,25,건강,아도,어린강화,3,보통남,보통남,0,,,반봉,,,1,분전,대갈,,,,,호걸,금강,,,,1,1,,,,,,,,,
786,반림,718,남,168,184,0,225,0,148,,,회계,회계,미발견,없음,0,,63,76,28,17,25,건강,할거,장사강화,3,난폭남,난폭남,0,,,반림,,,1,교란,,,,,,산월,공명,,,,,1,,,,1,,,,,
787,비의,110,남,193,212,0,253,1,77,,,강하,강하,미등장,없음,0,,77,30,83,92,83,건강,왕도,세출개선,5,정중남,정중남,0,,,비관,,,1,연노,업화,진정,투석,강습,,독려,조달,논객,진흥,능리,,,1,,1,,,,,1,
788,비연,425,남,196,215,0,238,1,141,,,양평,양평,미등장,없음,0,,61,66,20,29,47,건강,패도,시설개발,2,보통남,보통남,0,,,비연,,,1,경파,,,,,,축성,공명,,,,,,,1,,,,,,,
789,비관,1249,남,189,207,0,225,0,66,,,강하,강하,미등장,없음,0,,73,64,66,68,78,건강,왕도,학익강화,3,용장남,용장남,0,,,비관,,,1,화시,고무,진정,,,,절약,규율,신중,진화,,,,,,1,1,,,,,
790,비잔,811,남,181,200,0,216,1,7,,,건업,건업,미등장,없음,0,,57,69,41,34,31,건강,할거,침략황폐,2,난폭남,난폭남,0,,,비잔,,,1,급습,,,,,,산월,저돌,경솔,,,,,,,,1,,,,,
791,비시,719,남,176,195,0,240,0,66,,,성도,성도,미등장,없음,0,,14,28,63,71,66,건강,명리,종횡술,3,정중남,정중남,0,,,비시,,,1,진정,,,,,,동지,,,,,,,1,,,,,,,,
792,미씨,769,여,176,194,0,208,1,75,,,하비,하비,미등장,없음,0,,22,9,67,68,73,건강,예교,세출개선,3,보통녀,보통녀,0,,,미축,,,1,고무,,,,,,응원,부호,,,,,,,1,,,,,,,
793,미축,162,남,165,184,0,220,1,77,,,하비,하비,미발견,없음,0,,33,29,77,83,84,건강,예교,세출개선,4,정중남,정중남,0,,,미축,,,1,치료,진정,,,,,조달,자비,진화,동원,부호,,,1,,1,,,,,,
794,필궤,1250,남,199,218,0,249,1,19,,,업,업,미등장,없음,0,,38,25,42,44,16,건강,아도,묵수연구,1,교활남,교활남,0,,,필궤,,,1,도발,매성,,,,,공명,낭비,오만,,,,,,,,1,,,,,
795,미방,163,남,169,188,0,222,1,108,,,하비,하비,미등장,없음,0,,54,61,31,23,18,건강,명리,삼령오신,2,보통남,보통남,0,,,미축,,,1,업화,,,,,,부호,소심,우유,경망,,1,,,,,,,,,,
796,비요,548,남,192,211,0,228,1,26,,,천수,천수,미등장,없음,0,,70,65,73,61,67,건강,패도,병기강화,3,정중남,정중남,0,,,비요,,,1,분전,매성,,,,,불굴,,,,,,,,1,,,,,1,,
797,관순,824,남,158,186,0,191,1,91,,,업,업,미등장,없음,0,,35,38,70,59,61,건강,예교,성벽확장,3,정중남,정중남,0,,,관순,,,1,매성,진정,,,,,동지,,,,,,,1,,,,,,,,
798,무안국,433,남,156,184,0,190,1,43,,,북해,북해,미발견,없음,0,,68,83,34,33,27,건강,할거,방원강화,4,호걸남,호걸남,0,,,무안국,,,1,분전,대갈,,,,,호걸,분쇄,저돌,,,1,,,1,,,,,,,
799,풍해,1251,남,178,197,0,223,0,27,,,여남,여남,미등장,없음,0,,65,67,42,44,43,건강,패도,군제개혁,2,보통남,보통남,0,,,풍해,,,1,분전,격려,,,,,교련,,,,,,1,,,,,,,,,
800,풍씨,1252,여,177,194,0,199,1,140,,,수춘,수춘,미등장,없음,0,,3,1,45,40,66,건강,예교,세출개선,2,보통녀,보통녀,0,,,풍씨,,,1,,,,,,,부호,소심,허약,,,,,,1,,,,,,,
801,풍습,427,남,182,201,0,222,1,74,,,강릉,강릉,미등장,없음,0,,72,68,40,42,64,건강,할거,어린강화,3,보통남,보통남,0,,,풍습,,,1,분전,격려,,,,,경솔,,,,,1,,,,,1,,,,,
802,부영,1253,남,177,200,0,226,0,125,,,건업,건업,미등장,없음,0,,46,58,41,37,50,건강,왕도,지역순회,1,보통남,보통남,0,,,부영,,,1,교란,,,,,,신중,,,,,,,,,,1,,,,,
803,부하,637,남,209,228,0,255,0,28,,,장안,장안,미등장,없음,0,,44,35,81,82,70,건강,왕도,정령철저,4,정중남,정중남,0,,,부손,,,2,제사,진정,투석,,,,명경,보좌,법률,,,,,1,,,,,,,1,
804,부간,1254,남,175,187,0,220,0,61,,,천수,천수,미등장,없음,0,,36,17,77,67,60,건강,왕도,지역진흥,3,위엄남,위엄남,0,,,부간,,,1,업화,혼란,정란,,,,동지,능리,,,,,,1,,,,,1,,,
805,부사인,429,남,182,201,0,222,1,108,,,계,계,미등장,없음,0,,43,61,37,19,17,건강,아도,안행강화,2,교활남,교활남,0,,,부사인,,,1,화시,,,,,,소심,우유,,,,,,1,,,,,,,,
806,부첨,430,남,216,230,0,263,1,74,,,신야,신야,미등장,없음,0,,73,85,72,42,60,건강,패도,봉시강화,4,용장남,용장남,0,,,부융,부융,,2,돌격,경파,대갈,업화,,,맹자,호걸,노발,불굴,,,1,,1,,1,,,,,
807,부손,431,남,162,184,0,230,0,38,,,장안,장안,미발견,없음,0,,14,10,69,71,45,건강,예교,호적정비,3,책사남,책사남,0,,,부손,,,1,진정,,,,,,안목,,,,,,,,,1,,,,,,
808,부융,432,남,183,207,0,222,1,74,,,신야,신야,미등장,없음,0,,65,72,46,42,63,건강,할거,학익강화,3,호걸남,호걸남,0,,,부융,,,1,격려,철벽,,,,,일심,후위,진화,,,1,,,,1,,,,,,
809,문앙,165,남,222,236,0,285,0,38,,,허창,허창,미등장,없음,0,,78,91,63,32,65,건강,아도,봉시강화,5,호걸남,호걸남,91,,,문흠,문흠,,2,용왕매진,돌격,교란,고무,,,소탕,호걸,후위,과감,,,1,1,,,1,1,,,,
810,문흠,225,남,200,217,0,258,1,38,,,허창,허창,미등장,없음,0,,74,83,43,33,20,건강,아도,학익강화,4,호걸남,호걸남,0,,,문흠,,,1,분전,대갈,매성,,,,개수,분쇄,공명,격분,난폭,1,,,,1,,,,,,
811,문호,594,남,227,241,0,279,0,38,,,허창,허창,미등장,없음,0,,66,72,45,30,58,건강,아도,안행강화,3,보통남,보통남,0,,,문흠,문흠,,2,분전,대갈,,,,,교련,,,,,,1,1,,,,,,,,
812,문추,11,남,161,184,0,200,1,102,,,남피,남피,미발견,없음,0,,85,94,25,25,40,건강,아도,봉시강화,5,난폭남,난폭남,80,,,문추,,,1,질풍신뢰,돌격,제사,대갈,도발,,효장,호걸,노발,저돌,직정,,1,1,,,,1,,,,
813,문칙,1255,남,163,184,0,199,1,65,,,북평,북평,미발견,없음,0,,59,53,32,35,47,건강,명리,성벽확장,1,보통남,보통남,0,,,문칙,,,1,경파,,,,,,경솔,,,,,,,1,,,,1,,,,
814,문빙,111,남,178,197,0,237,0,28,,,완,완,미등장,없음,0,,83,82,66,68,70,건강,왕도,성벽확장,4,위엄남,위엄남,0,,,문빙,,,1,분전,철벽,충차,구축,강습,,견수,불굴,견뢰,절감,금강,1,,,1,,,,,1,,
815,변희,434,남,169,184,184,200,1,8,장각,장각,소패,소패,일반,방두좨주,99,,56,70,62,37,24,건강,아도,안행강화,3,교활남,교활남,0,,,변희,,,1,연노,매성,,,,,공명,동요,,,,1,,1,,,,,,,,
816,변씨,773,여,160,184,184,230,0,25,하진,하진,낙양,낙양,일반,없음,100,,35,24,73,75,88,건강,패도,본초학,4,현명녀,현명녀,0,조조,,변씨,,,1,고무,치료,,,,,응원,악주,자비,인정,,,,,,1,,,,,,
817,방육,1256,남,178,197,0,237,0,40,,,무위,무위,미등장,없음,0,,38,36,63,69,58,건강,예교,묵수연구,2,보통남,보통남,0,,,조아,,조아,2,철벽,업화,,,,,소욕,,,,,,,,1,,,,,,,
818,방열,542,남,153,184,0,190,1,94,,,진양,진양,미발견,없음,0,,68,80,44,46,48,건강,할거,방원강화,4,호걸남,호걸남,0,,,방열,,,1,분전,경파,,,,,호걸,,,,,1,,,1,,,,,,,
819,조아,848,여,153,184,0,213,0,40,,,무위,무위,미발견,없음,0,,44,74,66,30,64,건강,예교,지역순회,3,용감녀,용감녀,0,,,조아,,,1,분전,저지,,,,,담력,포박,,,,,,,1,,,1,,,,
820,방회,516,남,205,219,0,272,0,65,,,무위,무위,미등장,없음,0,,68,75,47,42,52,건강,패도,시설개발,3,보통남,보통남,0,,,방덕,방덕,,2,대갈,투석,,,,,과감,,,,,,1,,,,,,,,1,
821,망아장,144,남,191,217,0,225,1,51,,,운남,운남,미등장,없음,0,,45,79,3,2,9,건강,아도,어린강화,3,난폭남,난폭남,0,,,망아장,,,1,돌격,대갈,,,,,남만,호걸,저돌,,,1,,,,,1,,,,,
822,봉기,112,남,153,184,0,202,1,110,,,남피,남피,미발견,없음,0,,32,21,84,70,39,건강,명리,지세연구,4,교활남,교활남,0,,,봉기,,,1,혼란,도발,,,,,언독,교사,지낭,공명,오만,,,1,,,,,1,,,
823,방희,435,남,153,184,0,218,0,55,,,자동,자동,미발견,없음,0,,60,38,68,74,62,건강,명리,공법개혁,3,책사남,책사남,0,,,방희,,,1,업화,혼란,매성,,,,동원,인맥,개수,,,,,,,1,,,,,,
824,포훈,1257,남,181,200,0,226,1,20,,,복양,복양,미등장,없음,0,,41,35,74,68,79,건강,왕도,지역진흥,3,정중남,정중남,0,,,포신,포신,,2,대갈,진정,,,,,동지,진흥,소욕,인정,,,,,1,,,,,,,
825,포삼랑,782,여,198,220,0,248,0,75,,,강릉,강릉,미등장,없음,0,,68,75,38,31,63,건강,아도,추행강화,3,용감녀,용감녀,0,,,포삼랑,,,1,분전,격려,구축,강습,,,견뢰,부호,,,,,,,,,1,1,,,,
826,포신,294,남,152,184,184,192,1,22,하진,노식,진류,진류,일반,아문장군,100,,77,67,81,73,83,건강,왕도,공법개혁,4,위엄남,위엄남,0,,,포신,,,1,분전,철벽,저지,고무,,,불굴,보좌,모집,여망,소욕,,,,1,1,,,1,,,
827,법정,113,남,176,195,0,220,0,72,,,장안,장안,미등장,없음,0,,82,47,94,78,57,건강,명리,화계연구,5,책사남,책사남,65,,,법정,,,1,기략종횡,화시,연노,도발,정란,충차,궤계,언독,지리,책사,법률,,,1,1,,,,1,1,,
828,방통,114,남,179,208,0,214,1,73,,,양양,양양,미등장,없음,0,,78,34,97,85,69,건강,패도,상병벌모,2,책사남,책사남,64,,,방통,,,1,연환지계,연노,업화,혼란,정란,구축,봉추,석병,선동,감지,지낭,1,,,,1,,,1,,1,
829,포도,1258,남,158,184,0,190,1,19,,,복양,복양,미발견,없음,0,,57,70,43,42,56,건강,왕도,봉시강화,3,보통남,보통남,0,,,포신,,,1,분전,,,,,,공명,,,,,,1,,,,,,,,,
830,방덕,28,남,170,184,184,219,1,65,마등,마등,무위,무위,일반,없음,100,,81,94,71,44,70,건강,할거,공법개혁,5,용장남,용장남,39,,,방덕,,,1,백마철기,제사,저지,매성,충차,,원시,호걸,담력,불굴,금강,,1,1,,,1,,,1,,
831,포륭,436,남,174,202,0,208,1,12,,,계양,계양,미등장,없음,0,,58,75,49,20,28,건강,패도,장사강화,3,난폭남,난폭남,0,,,포륭,,,1,급습,,,,,,숲전,경솔,,,,,,,,,1,,,,,
832,방림,1259,남,184,208,0,245,0,73,,,양양,양양,미등장,없음,0,,54,42,67,69,58,건강,예교,묵수연구,2,정중남,정중남,0,,,방통,,,1,연노,구축,,,,,석병,,,,,,,1,,,,,,,,
833,보협,639,남,216,230,0,264,0,121,,,광릉,광릉,미등장,없음,0,,71,49,69,65,67,건강,할거,공법개혁,3,정중남,정중남,0,,,보즐,보즐,,2,연노,철벽,시람,,,,개수,,,,,,,1,,,,,,,1,
834,보광,1260,남,175,194,0,244,0,70,,,양양,양양,미등장,없음,0,,68,71,41,36,64,건강,할거,군제개혁,3,보통남,보통남,0,,,보광,,,1,철벽,대갈,,,,,교련,위무,,,,,,,,1,,,,,,
835,목순,484,남,157,184,0,190,1,94,,,진양,진양,미발견,없음,0,,52,77,11,21,22,건강,할거,봉시강화,3,보통남,보통남,0,,,목순,,,1,돌격,,,,,,공명,,,,,,1,,,,,,,,,
836,복양흥,437,남,224,243,0,264,1,113,,,복양,복양,미등장,없음,0,,37,35,70,72,62,건강,명리,세출개선,3,책사남,책사남,0,,,복양흥,,,1,정란,구축,,,,,능리,낭비,,,,,,,,,,,1,,,
837,목록대왕,145,남,184,216,0,225,1,51,,,운남,운남,미등장,없음,0,,66,72,39,5,30,건강,아도,장사강화,3,난폭남,난폭남,0,,,목록대왕,,,1,돌격,화시,교란,혼란,,,남만,환술,공명,경솔,,,1,,,,1,,,,,
838,보즐,226,남,177,196,0,247,0,121,,,광릉,광릉,미등장,없음,0,,75,51,84,86,71,건강,예교,병기강화,4,위엄남,위엄남,0,,,보즐,,,1,충차,투석,구축,시람,,,침착,교화,안목,위무,,,,,,1,,,,1,1,
839,보천,641,남,222,236,0,272,1,129,,,광릉,광릉,미등장,없음,0,,70,60,72,63,61,건강,패도,성벽확장,3,정중남,정중남,0,,,보즐,보즐,,2,저지,도발,구축,시람,,,소심,우유,,,,,,,1,1,,,,1,,
840,보도근,720,남,170,190,0,233,1,46,,,진양,진양,미등장,없음,0,,66,74,45,44,51,건강,아도,추행강화,3,난폭남,난폭남,0,,,보도근,,,1,제사,견제,,,,,선비,동원,공명,,,,1,,,,,1,,,,
841,보연사,578,여,185,199,0,238,0,125,,,광릉,광릉,미등장,없음,0,,17,10,64,68,87,건강,왕도,학익강화,4,보통녀,보통녀,0,,,보즐,,,1,치료,구축,,,,,응원,인정,소욕,,,,,,,1,,,,,,
842,만총,166,남,170,189,0,242,0,29,,,진류,진류,미등장,없음,0,,85,64,82,84,81,건강,패도,공법개혁,4,위엄남,위엄남,42,,,만총,,,1,화시,철벽,도발,진정,투석,구축,견수,화공,규율,감지,축성,,,1,1,1,,,,,1,
843,미당대왕,721,남,202,221,0,253,1,53,,,천수,천수,미등장,없음,0,,64,69,31,42,55,건강,아도,침략황폐,2,난폭남,난폭남,0,,,미당대왕,,,1,급습,,,,,,강저,동원,단려,,,1,,,,,1,,,,,
844,모개,260,남,161,184,0,216,0,29,,,진류,진류,미발견,없음,0,,64,39,60,78,58,건강,왕도,호적정비,3,정중남,정중남,0,,,모개,,,1,업화,매성,구축,,,,조타,안목,,,,,,1,,,,,,,,
845,맹획,29,남,186,212,0,250,0,60,,,운남,운남,미등장,없음,0,,80,87,42,45,80,건강,아도,군제개혁,5,난폭남,난폭남,86,,,맹획,,,1,만왕포효,분전,대갈,매성,,,남만,재기,강건,저돌,직정,1,1,,,,1,,,,,
846,맹건,838,남,177,207,0,238,0,45,,,여남,여남,미등장,없음,0,,52,31,71,77,68,건강,왕도,시설개발,3,정중남,정중남,0,,,맹건,,,1,업화,충차,,,,,석병,능리,,,,,,1,,,,,,1,,
847,맹광,895,남,168,187,0,263,0,68,,,낙양,낙양,미등장,없음,0,,12,15,64,69,36,건강,아도,세출개선,2,책사남,책사남,0,,,맹광,,,1,매성,,,,,,학자,,,,,,,1,,,,,,,,
848,맹종,643,남,216,235,0,271,0,120,,,강하,강하,미등장,없음,0,,47,28,69,74,78,건강,예교,정령철저,3,정중남,정중남,0,,,맹종,,,1,고무,충차,구축,,,,교화,인정,,,,,,,,1,,,,1,,
849,맹달,115,남,172,191,0,228,1,44,,,장안,장안,미등장,없음,0,,75,73,74,67,55,건강,아도,묵수연구,4,거만남,거만남,0,,,맹달,,,1,제사,업화,혼란,도발,매성,,악주,선동,공명,동요,,,,1,,1,,,1,,,
850,맹우,147,남,190,215,0,251,0,60,,,운남,운남,미등장,없음,0,,50,68,22,18,37,건강,할거,성벽확장,2,난폭남,난폭남,0,,,맹획,,,1,분전,저지,,,,,남만,친만,경솔,,,,,,,,1,,,,,
851,유초,1261,남,180,199,0,251,0,26,,,장안,장안,미등장,없음,0,,61,36,53,62,70,건강,할거,삼령오신,3,보통남,보통남,0,,,유초,,,1,철벽,고무,,,,,악주,교화,낭비,,,,,,1,,,,,,,
852,우돌,1262,남,178,197,0,216,1,7,,,건업,건업,미등장,없음,0,,62,68,39,37,33,건강,할거,장사강화,2,난폭남,난폭남,0,,,우돌,,,1,대갈,교란,,,,,산월,저돌,,,,,,,,,1,,,,,
853,유섭,541,남,158,184,0,190,1,139,,,완,완,미발견,없음,0,,62,79,24,23,30,건강,아도,봉시강화,3,보통남,보통남,0,,,유섭,,,1,분전,대갈,,,,,호걸,공명,,,,,1,,,,,,,,,
854,양회,438,남,167,186,0,212,1,53,,,자동,자동,미등장,없음,0,,64,68,68,63,55,건강,아도,방원강화,2,호걸남,호걸남,0,,,양회,,,1,분전,견제,매성,,,,산전,교련,직정,,,,,,1,,1,,,,,
855,옹개,439,남,181,200,0,225,1,52,,,건녕,건녕,미등장,없음,0,,76,75,60,56,62,건강,아도,군제개혁,3,거만남,거만남,0,,,옹개,,,1,분전,업화,혼란,투석,,,숲전,선동,친만,,,,,,,1,1,,,,1,
